Make,Model,Year,Style,Distance,Engine_capacity,Fuel_type,Transmission,Price
Mercedes,Vito,2003,Minivan,420000,2193,Diesel,Automatic,6500
BMW,X3,2013,Crossover,107000,2000,Petrol,Automatic,14800
Renault,Megane,2005,Universal,246372,1500,Diesel,Manual,3500
BMW,X3,2017,Crossover,54000,2000,Diesel,Automatic,42500
Volvo,XC90,2012,SUV,170000,2400,Diesel,Automatic,19999
BMW,4 series,2015,Sedan,110000,1997,Petrol,Automatic,19499
Mitsubishi,Outlander,2013,SUV,230000,2000,Plug-in Hybrid,Automatic,13200
Rover,75,2000,Sedan,120000,200,Petrol,Manual,4100
Audi,A6,1998,Sedan,370000,2800,Petrol,Manual,3270
Renault,Megane,2013,Universal,230000,1461,Diesel,Manual,5400
BMW,5 Series,2015,Sedan,152724,3000,Diesel,Automatic,34999
Mercedes,E Class,2017,Universal,295000,2000,Diesel,Automatic,19800
Toyota,Auris,2014,Universal,133000,1800,Hybrid,Automatic,9999
Renault,Kadjar,2016,SUV,56000,1500,Diesel,Automatic,15199
Mercedes,C Class,2016,Sedan,180000,2000,Plug-in Hybrid,Automatic,20999
Ford,Fiesta,2010,Hatchback,114000,1200,Petrol,Manual,5100
Honda,Accord,2013,Sedan,169000,2000,Plug-in Hybrid,Automatic,11600
Hyundai,Santa FE,2011,SUV,230000,2199,Diesel,Automatic,14000
Ford,Fusion,2018,Sedan,52000,1500,Petrol,Automatic,13000
Opel,Astra,2011,Universal,198118,1300,Diesel,Manual,6150
Honda,CR-V,2005,Crossover,250000,2200,Diesel,Manual,8500
Mercedes,B Class,2018,Universal,149711,1500,Diesel,Automatic,14699
Volkswagen,Golf,2009,Hatchback,249000,1400,Petrol,Manual,7199
Lexus,RX Series,2016,Crossover,111220,3456,Hybrid,Automatic,43999
Chevrolet,Aveo,2012,Sedan,170000,1400,Petrol,Automatic,4500
Volkswagen,Passat,2010,Universal,172000,1400,Petrol,Automatic,6000
Ford,Focus,2015,Universal,175000,1500,Diesel,Manual,8099
Ford,Fusion,2013,Sedan,170000,1999,Hybrid,Automatic,9950
Mercedes,B Class,2016,Hatchback,148000,1500,Diesel,Automatic,12799
Dacia,Duster,2016,Crossover,154202,1500,Diesel,Manual,9699
Honda,CR-V,2016,Crossover,167085,1600,Diesel,Manual,16699
Toyota,Auris,2016,Universal,103894,1800,Hybrid,Automatic,11999
Skoda,Octavia,2019,Sedan,12264,1600,Petrol,Manual,14000
BMW,5 Series,1992,Sedan,231068,1991,Metan/Propan,Manual,2369
BMW,5 Series,2015,Sedan,179222,1995,Diesel,Automatic,16100
Lexus,NX Series,2016,Crossover,24161,2500,Hybrid,Automatic,29499
Lexus,IS Series,2017,Sedan,48000,2000,Petrol,Automatic,23900
Nissan,Primera,2005,Universal,279000,1800,Metan/Propan,Manual,2999
Mitsubishi,Space Wagon,2001,Minivan,218800,2000,Metan/Propan,Manual,2700
Ford,Fusion,2017,Sedan,73398,2000,Hybrid,Automatic,16699
Volkswagen,Golf Plus,2009,Hatchback,190000,1400,Petrol,Automatic,6300
Lexus,IS Series,2016,Sedan,167299,2500,Hybrid,Automatic,17699
KIA,Sorento,2015,SUV,158235,2200,Diesel,Automatic,21999
Dacia,Sandero,2009,Hatchback,224000,1200,Petrol,Manual,3400
Toyota,Auris,2016,Hatchback,71646,1400,Diesel,Manual,10999
BMW,5 Series,2002,Sedan,300000,2200,Petrol,Manual,5250
Mercedes,M Class,2012,SUV,144700,2200,Diesel,Automatic,23000
Nissan,Juke,2013,Crossover,151000,1600,Petrol,Automatic,10300
BMW,M Models,2015,Sedan,152724,3000,Diesel,Automatic,34999
BMW,X5,2006,SUV,350000,3000,Metan/Propan,Automatic,8999
Nissan,NV200,2012,Microvan,180250,1500,Diesel,Manual,8000
Nissan,NV200,2013,Minivan,151000,1500,Diesel,Manual,8700
Porsche,Macan,2018,SUV,50000,2000,Petrol,Automatic,37999
BMW,2 Series,2015,Hatchback,138000,1500,Diesel,Manual,10800
Toyota,Land Cruiser Prado,2016,SUV,45000,2700,Petrol,Automatic,25100
BMW,7 Series,2016,Sedan,150000,3000,Diesel,Automatic,36999
Nissan,Qashqai,2017,Crossover,146000,1500,Diesel,Manual,12400
Toyota,Verso-S,2013,Hatchback,175000,1400,Diesel,Manual,7299
Mercedes,E-Class Coupe,2015,Coupe,67000,2500,Petrol,Automatic,21500
Chevrolet,Lacetti,2007,Hatchback,200000,1400,Metan/Propan,Manual,2400
Volkswagen,Multivan,2015,Minivan,60000,2000,Diesel,Automatic,29999
Opel,Astra,2013,Universal,148000,1400,Metan/Propan,Manual,7600
BMW,2 Series,2017,Hatchback,145000,1500,Diesel,Automatic,14200
Volkswagen,Fox,2008,Hatchback,213619,1200,Petrol,Manual,2600
Volvo,V60,2017,Crossover,120000,2400,Diesel,Automatic,24000
Renault,Grand Scenic,2015,Universal,204745,1500,Diesel,Automatic,7999
Dacia,Dokker VAN,2014,Universal,79000,1600,Petrol,Manual,5900
Volkswagen,Golf,2019,Hatchback,44900,1600,Diesel,Automatic,18500
Toyota,Land Cruiser Prado,2006,SUV,250000,3000,Diesel,Automatic,17800
Toyota,Avensis,2006,Universal,215000,1800,Petrol,Manual,6500
Skoda,Octavia,2012,Universal,150000,1400,Petrol,Automatic,8400
Volkswagen,Touran,2014,Minivan,133500,1400,Petrol,Automatic,8900
Toyota,Auris,2016,Universal,123000,1800,Hybrid,Automatic,12350
Audi,A6,2019,Sedan,50000,1968,Diesel,Automatic,33900
Mazda,323,2003,Hatchback,340000,1600,Petrol,Manual,2600
Seat,Altea XL,2012,Minivan,192000,1400,Petrol,Manual,6600
Toyota,Land Cruiser Prado,2010,SUV,190000,2694,Metan/Propan,Automatic,18400
Ford,C-Max,2004,Minivan,249000,1800,Metan/Propan,Manual,3850
Volkswagen,Golf,2019,Hatchback,44900,1600,Diesel,Automatic,18500
Volkswagen,Fox,2008,Hatchback,213619,1200,Petrol,Manual,2600
Skoda,Octavia,2012,Universal,150000,1400,Petrol,Automatic,8400
Volvo,V60,2017,Crossover,120000,2400,Diesel,Automatic,24000
Renault,Grand Scenic,2015,Universal,204745,1500,Diesel,Automatic,7999
Ford,C-Max,2004,Minivan,249000,1800,Metan/Propan,Manual,3850
Dacia,Duster,2014,Crossover,174780,1461,Diesel,Manual,8450
Honda,CR-V,2013,Crossover,163000,2199,Diesel,Manual,15199
Audi,Q7,2017,SUV,62000,1984,Petrol,Automatic,35000
Ford,Mondeo,2017,Sedan,73398,2000,Hybrid,Automatic,16699
BMW,7 Series,2016,Sedan,150000,3000,Diesel,Automatic,36999
Nissan,Qashqai,2017,Crossover,146000,1500,Diesel,Manual,12400
Porsche,Macan,2018,SUV,50000,2000,Petrol,Automatic,37999
BMW,2 Series,2015,Hatchback,138000,1500,Diesel,Manual,10800
Toyota,Verso-S,2013,Hatchback,175000,1400,Diesel,Manual,7299
Mercedes,E-Class Coupe,2015,Coupe,67000,2500,Petrol,Automatic,21500
Chevrolet,Lacetti,2007,Hatchback,200000,1400,Metan/Propan,Manual,2400
Opel,Astra,2013,Universal,148000,1400,Metan/Propan,Manual,7600
Toyota,Land Cruiser Prado,2006,SUV,250000,3000,Diesel,Automatic,17800
Toyota,Avensis,2006,Universal,215000,1800,Petrol,Manual,6500
Volkswagen,Touran,2014,Minivan,133500,1400,Petrol,Automatic,8900
Toyota,Auris,2016,Universal,123000,1800,Hybrid,Automatic,12350
Audi,A6,2019,Sedan,50000,1968,Diesel,Automatic,33900
Mazda,323,2003,Hatchback,340000,1600,Petrol,Manual,2600
Seat,Altea XL,2012,Minivan,192000,1400,Petrol,Manual,6600
Toyota,Land Cruiser Prado,2010,SUV,190000,2694,Metan/Propan,Automatic,18400
Volkswagen,Caddy,2010,Minivan,280000,1900,Diesel,Manual,5750
BMW,2 Series,2016,Hatchback,139000,1500,Diesel,Manual,10800
Porsche,Cayenne,2016,SUV,117000,3000,Diesel,Automatic,55999
Volkswagen,Touareg,2012,SUV,225000,3000,Hybrid,Automatic,16999
Mercedes,Vito,2008,Minivan,250000,2200,Diesel,Manual,7700
Land Rover,Range Rover,2008,SUV,260000,3600,Diesel,Automatic,14600
Nissan,Qashqai,2007,SUV,0,2000,Petrol,Manual,4700
BMW,5 Series,2012,Sedan,219000,1995,Diesel,Automatic,14500
Mercedes,C Class,2012,Sedan,141000,1999,Petrol,Automatic,13333
Toyota,Carina,1997,Sedan,413000,1800,Petrol,Manual,2200
Seat,Leon,2014,Hatchback,130000,1400,Metan/Propan,Manual,9000
Ford,Fusion,2010,Hatchback,111000,1388,Petrol,Automatic,4500
Audi,A6,2006,Sedan,0,2000,Petrol,Automatic,5200
BMW,M Models,2016,Coupe,63000,3000,Petrol,Automatic,36500
Nissan,Patrol,2003,SUV,150000,3000,Diesel,Automatic,10999
BMW,M Models,2016,Sedan,61000,3000,Petrol,Automatic,36500
Renault,Megane,2005,Sedan,199,1600,Petrol,Automatic,3300
Dacia,Logan Mcv,2013,Combi,149000,1000,Petrol,Manual,4900
Renault,Grand Scenic,2014,Microvan,140000,1200,Petrol,Manual,6350
Toyota,Land Cruiser Prado,2007,SUV,430000,3000,Diesel,Automatic,12500
Toyota,Carina,1993,Sedan,400000,1600,Petrol,Manual,1800
Volkswagen,Golf Plus,2005,Hatchback,260000,1900,Diesel,Manual,4699
BMW,7 Series,2006,Sedan,285000,3000,Metan/Propan,Automatic,7999
Volkswagen,Jetta,2012,Sedan,200000,1400,Petrol,Automatic,7700
Skoda,Superb,2010,Sedan,343000,1400,Petrol,Manual,6750
Hyundai,Accent,2007,Sedan,215631,1500,Diesel,Manual,3850
Mercedes,C Class,2015,Sedan,75000,2000,Petrol,Automatic,18999
Mercedes,C Class,2017,Sedan,20000,2000,Petrol,Automatic,20499
Opel,Astra,2012,Universal,181000,1300,Diesel,Manual,6449
Renault,Grand Scenic,2009,Minivan,212000,1500,Diesel,Manual,6350
Toyota,Prius Prime,2016,Hatchback,120000,1800,Plug-in Hybrid,Automatic,16500
Ford,Explorer,1992,SUV,250000,4000,Metan/Propan,Automatic,1700
Audi,A6,2005,Sedan,3000,3000,Diesel,Automatic,10500
Dacia,Logan,2008,Sedan,320000,1600,Metan/Propan,Manual,3200
Volkswagen,Tiguan,2012,Crossover,165796,2000,Petrol,Automatic,12999
Opel,Zafira,2017,Microvan,171000,1998,Diesel,Automatic,13900
Volkswagen,Golf,2007,Hatchback,178000,1400,Petrol,Manual,4623
Ford,Taurus,2013,Sedan,57391,1999,Petrol,Automatic,11800
BMW,2 Series,2016,Universal,158000,1500,Diesel,Automatic,13999
Lexus,NX Series,2017,Crossover,75999,2000,Petrol,Automatic,24500
Mercedes,Viano,2012,Minivan,165000,2190,Diesel,Automatic,15300
Mercedes,C Class,2001,Sedan,290000,200,Petrol,Manual,3800
Ford,Mondeo,2009,Hatchback,200000,1999,Petrol,Manual,5830
Audi,A6,2017,Sedan,89000,2000,Diesel,Automatic,26890
Volkswagen,Caddy,2010,Minivan,280000,1900,Diesel,Manual,5750
Hyundai,Accent,2007,Sedan,215631,1500,Diesel,Manual,3850
Mercedes,C Class,2015,Sedan,75000,2000,Petrol,Automatic,18999
Renault,Grand Scenic,2009,Minivan,212000,1500,Diesel,Manual,6350
Toyota,Prius Prime,2016,Hatchback,120000,1800,Plug-in Hybrid,Automatic,16500
Ford,Explorer,1992,SUV,250000,4000,Metan/Propan,Automatic,1700
Porsche,Cayenne,2016,SUV,117000,3000,Diesel,Automatic,55999
Audi,A6,2005,Sedan,3000,3000,Diesel,Automatic,10500
Mazda,3,2008,Sedan,222788,1600,Petrol,Manual,5300
BMW,X5,2005,SUV,250000,3000,Metan/Propan,Automatic,6950
Lexus,CT Series,2011,Hatchback,113000,1800,Hybrid,Automatic,10000
Volkswagen,Golf Plus,2005,Hatchback,260000,1900,Diesel,Manual,4699
Skoda,Octavia,2017,Minivan,187000,1998,Diesel,Automatic,14899
BMW,7 Series,2006,Sedan,285000,3000,Metan/Propan,Automatic,7999
Volkswagen,Jetta,2012,Sedan,200000,1400,Petrol,Automatic,7700
Skoda,Superb,2010,Sedan,343000,1400,Petrol,Manual,6750
Mercedes,C Class,2017,Sedan,20000,2000,Petrol,Automatic,20499
Opel,Astra,2012,Universal,181000,1300,Diesel,Manual,6449
Volvo,XC90,2017,SUV,137000,200,Diesel,Automatic,32400
Renault,Grand Scenic,2012,Minivan,185000,1500,Diesel,Automatic,7500
Ford,Fiesta,2018,Sedan,55000,1600,Petrol,Automatic,7999
BMW,2 Series,2016,Hatchback,139000,1500,Diesel,Manual,10800
Skoda,Octavia,2007,Universal,260000,1600,Metan/Propan,Manual,4100
Toyota,Avensis,2000,Sedan,365000,1795,Petrol,Manual,3600
Dacia,Logan Mcv,2008,Universal,260000,1461,Diesel,Manual,4500
Skoda,Octavia,2006,Sedan,257000,2000,Petrol,Manual,4500
Mercedes,E Class,2017,Sedan,50100,1950,Diesel,Automatic,34999
Toyota,Prius,2012,Sedan,91000,1800,Hybrid,Automatic,8300
Lexus,GS Series,2006,Sedan,267000,2995,Petrol,Automatic,10900
BMW,5 Series,2005,Sedan,210000,2497,Diesel,Manual,5200
Skoda,Superb,2008,Sedan,200,1800,Petrol,Manual,7700
Smart,Fortwo,2007,Coupe,101500,999,Petrol,Automatic,3700
Ford,Tourneo Connect,2019,Universal,94400,1499,Diesel,Manual,10499
Toyota,Corolla,2005,Hatchback,213000,1400,Diesel,Manual,5299
Mercedes,E Class,2016,Sedan,0,2200,Diesel,Manual,16400
Volvo,V60,2016,Universal,198000,2400,Plug-in Hybrid,Automatic,14900
Skoda,Fabia,2016,Universal,10,1400,Diesel,Manual,6999
Renault,Laguna,2009,Universal,260000,1500,Diesel,Manual,4800
Toyota,Rav 4,2003,SUV,222,2000,Diesel,Manual,4600
Fiat,Doblo,2014,Combi,128000,1600,Diesel,Manual,5400
Toyota,Prius,2009,Hatchback,195000,1500,Hybrid,Automatic,6500
Toyota,C-HR,2017,Crossover,167000,1800,Hybrid,Automatic,18299
BMW,5 Series,2016,Sedan,91000,1995,Diesel,Automatic,26200
Mercedes,Series (W124),1994,Sedan,400000,2200,Metan/Propan,Automatic,5499
Volkswagen,Golf Plus,2007,Hatchback,187000,1390,Petrol,Manual,5600
Volkswagen,Passat,1993,Sedan,1234,1971,Petrol,Manual,1950
Nissan,Qashqai,2012,Crossover,127000,2000,Petrol,Automatic,9700
Mercedes,E Class,2008,Universal,310000,2200,Diesel,Manual,8000
Honda,Civic,1994,Coupe,450000,1500,Petrol,Manual,1800
Toyota,Auris,2013,Universal,250000,1400,Diesel,Manual,7599
Renault,Kadjar,2016,Crossover,156000,1500,Diesel,Automatic,12300
Skoda,Roomster,2008,Minivan,22,1400,Diesel,Manual,4500
Mercedes,E Class,1996,Sedan,238000,2200,Diesel,Manual,3300
Hyundai,Creta,2017,SUV,45000,1600,Petrol,Automatic,14450
Toyota,Prius,2016,Hatchback,135000,1800,Hybrid,Automatic,11000
Ford,Focus,2012,Universal,195234,1600,Metan/Propan,Manual,6000
Nissan,Qashqai,2012,SUV,94000,2000,Petrol,Automatic,11650
Hyundai,Tucson,2017,Crossover,145000,2000,Diesel,Automatic,19350
Vaz,2114,2008,Hatchback,10,1500,Petrol,Manual,1600
Volvo,XC60,2016,SUV,166000,2400,Diesel,Automatic,20899
Suzuki,Vitara,2017,Crossover,37000,1600,Petrol,Automatic,14650
Skoda,Superb,2009,Universal,194000,1400,Petrol,Manual,8000
Renault,Captur,2018,Crossover,132856,1500,Diesel,Automatic,12890
Hyundai,Terracan,2007,SUV,10,2900,Diesel,Manual,4800
Renault,Kadjar,2016,Crossover,167000,1461,Diesel,Manual,12549
Renault,Clio4,2013,Universal,173321,1461,Diesel,Manual,6000
Volkswagen,Caddy,2003,Combi,258000,1900,Diesel,Manual,2850
Renault,Megane,2016,Hatchback,139000,1500,Diesel,Manual,10900
BMW,5 Series,2014,Sedan,217000,2000,Diesel,Automatic,17001
Nissan,Qashqai,2015,Crossover,35000,1200,Petrol,Manual,12200
Mercedes,C Class,1999,Sedan,191100,2000,Metan/Propan,Manual,2850
Ford,Fiesta,2016,Hatchback,111111,1500,Diesel,Manual,6200
GAZ,2410,1989,Sedan,160000,2445,Petrol,Manual,900
Mercedes,C Class,1999,Sedan,191100,2000,Metan/Propan,Manual,2850
Ford,Fiesta,2016,Hatchback,111111,1500,Diesel,Manual,6200
GAZ,2410,1989,Sedan,160000,2445,Petrol,Manual,900
Vaz,2106,1974,Sedan,55,1300,Petrol,Manual,300
Ford,Fiesta,2016,Hatchback,111111,1500,Diesel,Manual,6200
Volkswagen,Caddy,2007,Minivan,260000,1998,Diesel,Manual,3900
Nissan,Qashqai,2016,Crossover,159500,1500,Diesel,Manual,11890
Renault,Kadjar,2016,SUV,140000,1500,Diesel,Manual,14900
Volvo,XC60,2011,Crossover,178000,2400,Diesel,Automatic,15900
Seat,Ibiza,2010,Universal,183000,1200,Diesel,Manual,4200
Opel,Combo,1998,Minivan,1111,1700,Diesel,Manual,650
Opel,Insignia,2012,Universal,184211,1400,Metan/Propan,Manual,6850
Toyota,Avensis,2003,Sedan,10,2000,Petrol,Manual,1950
Mercedes,E Class,1990,Sedan,10,2000,Petrol,Manual,1800
Dacia,Duster,2015,Crossover,140000,1500,Diesel,Manual,8200
Opel,Astra,2011,Universal,190000,1300,Diesel,Manual,6100
Dacia,Duster,2016,Crossover,140000,1500,Diesel,Manual,7950
BMW,5 Series,2006,Sedan,270000,2500,Diesel,Automatic,7800
Dacia,Duster,2015,Crossover,140000,1500,Diesel,Manual,8100
Volkswagen,Polo,2004,Hatchback,180000,1200,Petrol,Manual,3050
Opel,Vectra,2002,Hatchback,123,1800,Petrol,Manual,2800
Toyota,Corolla,2015,Sedan,162000,1400,Diesel,Manual,9299
Opel,Astra,2012,Universal,164554,1400,Petrol,Manual,6000
Volkswagen,Sharan,2001,Minivan,268000,2800,Metan/Propan,Manual,4500
Volkswagen,Passat,2004,Sedan,190000,1600,Petrol,Manual,4299
Toyota,Rav 4,2002,Crossover,209000,2000,Diesel,Manual,5200
Renault,Grand Scenic,2015,Minivan,137700,1500,Diesel,Manual,8499
KIA,Magentis,2003,Sedan,280000,2000,Petrol,Manual,3200
BMW,5 Series,2006,Sedan,260000,2500,Diesel,Automatic,5000
Skoda,Superb,2003,Sedan,10,2800,Petrol,Manual,4950
Volkswagen,Passat,2002,Universal,300,1899,Diesel,Manual,2300
Opel,Insignia,2011,Sedan,153000,1390,Petrol,Manual,8299
BMW,X5,2005,SUV,250000,3000,Diesel,Automatic,5000
Volkswagen,Golf,2001,Hatchback,275142,1400,Petrol,Manual,2850
Mercedes,E Class,2012,Sedan,239000,2200,Diesel,Automatic,16500
Toyota,Avensis,2004,Sedan,0,200,Diesel,Manual,5500
Renault,Kangoo,2002,Minivan,220000,1900,Diesel,Manual,1750
Volkswagen,Golf,1993,Combi,1000,2000,Petrol,Manual,1550
Land Rover,Freelander,1999,SUV,10000,2000,Diesel,Manual,4000
Volkswagen,Passat,2004,Universal,299000,1900,Diesel,Manual,2300
BMW,7 Series,2005,Sedan,303000,3000,Diesel,Automatic,10900
KIA,Sportage,2011,Crossover,216000,1700,Diesel,Manual,11300
Nissan,Qashqai,2015,SUV,152700,1500,Diesel,Manual,12350
KIA,Soul,2016,Crossover,45263,100,Electric,Automatic,14990
Ford,Fiesta,2016,Hatchback,100000,1500,Diesel,Manual,6399
Volkswagen,Bora,2000,Sedan,317000,1600,Petrol,Manual,3800
Dacia,Logan Mcv,2007,Universal,238000,1400,Petrol,Manual,2100
Toyota,Avensis,2006,Sedan,199500,1800,Metan/Propan,Automatic,6800
Volkswagen,Caddy,2014,Minivan,150000,200,Metan/Propan,Manual,11500
Toyota,Camry,2002,Sedan,211000,2400,Metan/Propan,Automatic,5500
BMW,7 Series,2010,Sedan,189321,4400,Petrol,Automatic,15990
Toyota,Previa,2000,Minivan,494494,2400,Metan/Propan,Manual,5500
Toyota,Yaris,2011,Hatchback,134000,1400,Diesel,Manual,5800
Mitsubishi,Eclipse Cross,2019,Crossover,20000,1500,Petrol,Automatic,14900
Renault,Clio,2006,Hatchback,185653,1500,Diesel,Manual,2790
Mazda,6,2011,Universal,195000,2200,Diesel,Manual,7790
Hyundai,Sonata,2015,Sedan,52000,2000,Hybrid,Automatic,11999
BMW,4 series,2014,Sedan,157000,2000,Petrol,Automatic,18499
Honda,CR-V,2002,SUV,327000,2400,Petrol,Automatic,5990
Hyundai,Accent,2004,Hatchback,190000,1300,Petrol,Manual,2600
Audi,A5,2009,Coupe,165639,2000,Petrol,Manual,10990
Skoda,Superb,2009,Sedan,192000,1800,Petrol,Automatic,8000
Audi,Q5,2013,Crossover,45000,2000,Hybrid,Automatic,21900
Renault,Kadjar,2016,Crossover,171300,1500,Diesel,Automatic,13700
Mercedes,C Class,1997,Sedan,350000,2000,Metan/Propan,Manual,1650
Volkswagen,Touran,2008,Universal,161000,1400,Petrol,Automatic,5900
Opel,Astra,1995,Universal,303799,1598,Metan/Propan,Manual,1995
Toyota,Auris,2010,Sedan,195,1400,Diesel,Manual,6000
Mitsubishi,Outlander,2004,Crossover,223000,2000,Petrol,Manual,4999
Hyundai,ix35,2014,SUV,175000,2000,Diesel,Automatic,13999
KIA,Ceed,2009,Hatchback,213000,1600,Diesel,Manual,4690
Renault,Megane,2017,Universal,140000,1500,Diesel,Automatic,9700
KIA,Ceed,2009,Hatchback,213000,1600,Diesel,Manual,4690
Renault,Megane,2017,Universal,140000,1500,Diesel,Automatic,9700
Toyota,Auris,2015,Hatchback,125000,1800,Hybrid,Automatic,12499
BMW,5 Series,2005,Sedan,234000,2200,Petrol,Automatic,6290
Mazda,626,2001,Sedan,195085,2000,Metan/Propan,Automatic,2300
Opel,Zafira,2005,Microvan,191000,1600,Petrol,Manual,4350
Mercedes,Vito,2000,Microvan,300000,2300,Diesel,Manual,2290
Nissan,Almera,2005,Sedan,183085,1500,Petrol,Manual,2650
Volkswagen,Touran,2009,Minivan,187000,1400,Petrol,Manual,5750
Mercedes,V Class,2001,Minivan,289000,2200,Diesel,Manual,5190
Volkswagen,Bora,2005,Sedan,203000,1600,Metan/Propan,Manual,3650
Nissan,Qashqai,2017,Crossover,157300,1500,Diesel,Manual,12390
Skoda,Fabia,2005,Universal,250000,1400,Metan/Propan,Manual,3490
Nissan,Almera,2004,Hatchback,258000,1500,Petrol,Manual,2990
Chevrolet,Epica,2007,Sedan,190000,2000,Diesel,Automatic,6490
BMW,1 Series,2007,Universal,215000,1600,Petrol,Automatic,5990
Renault,Megane,2011,Universal,156000,1461,Diesel,Automatic,6450
BMW,7 Series,2000,Sedan,111111,3000,Diesel,Automatic,4500
Toyota,Avensis Verso,2002,Minivan,300000,2000,Diesel,Manual,2200
Mitsubishi,L Series,2007,Pickup,61700,2400,Metan/Propan,Manual,9990
Alfa Romeo,166,2002,Sedan,210000,2400,Diesel,Manual,11000
Volkswagen,Golf,1989,Hatchback,381084,1576,Petrol,Manual,850
Renault,Scenic,2007,Minivan,222222,1500,Diesel,Manual,4050
Mercedes,B Class,2014,Universal,238000,1500,Diesel,Manual,10050
Volkswagen,Passat,2012,Universal,285000,1600,Diesel,Manual,8999
Hyundai,Getz,2005,Hatchback,20500,1300,Petrol,Manual,2500
KIA,Ceed,2013,Sedan,91000,1400,Petrol,Manual,7000
Hyundai,Accent,1996,Sedan,300000,1500,Metan/Propan,Automatic,1200
Toyota,Previa,2002,Minivan,300000,2000,Diesel,Manual,4200
Volkswagen,Touran,2009,Minivan,217000,1400,Petrol,Manual,5850
Skoda,Octavia,2014,Universal,178000,1400,Petrol,Automatic,9900
Dacia,Sandero,2008,Hatchback,150000,1400,Petrol,Manual,3450
Ford,Transit Connect,2011,Universal,153000,1753,Diesel,Manual,4350
Toyota,Prius v,2014,Minivan,206000,1800,Hybrid,Automatic,10390
Opel,Astra,2008,Universal,174000,1400,Petrol,Manual,4490
Toyota,Auris,2015,Universal,157000,1800,Hybrid,Automatic,11750
Ford,Fiesta,2014,Hatchback,137000,1000,Petrol,Manual,5999
Hyundai,Accent,2002,Hatchback,136000,1500,Petrol,Automatic,2650
Volvo,V50,2006,Universal,245,1600,Diesel,Manual,4900
Volkswagen,Bora,2000,Sedan,186000,1600,Petrol,Manual,1500
Renault,Clio Symbol,2005,Sedan,1,1500,Diesel,Manual,1500
Dacia,Logan,2016,Sedan,135000,1200,Metan/Propan,Manual,2450
Byd,F3,2008,Sedan,200000,1500,Petrol,Manual,1300
Mazda,MPV,2001,Minivan,1,2000,Petrol,Manual,1950
Honda,CR-V,2014,Universal,161200,1598,Diesel,Manual,13800
Vaz,2106,1990,Sedan,98000,1300,Petrol,Manual,950
Ford,Fusion,2017,Sedan,67000,2000,Hybrid,Automatic,13000
Opel,Astra,2011,Pickup,190000,1300,Diesel,Manual,6250
KIA,Sportage,2014,Crossover,56000,2400,Petrol,Automatic,8600
BMW,5 Series,2009,Sedan,200000,2000,Diesel,Automatic,10600
Daewoo,Matiz,2013,Hatchback,89000,800,Petrol,Manual,500
Toyota,Corolla,2003,Hatchback,320000,1400,Petrol,Manual,3500
Toyota,Prius,2016,Hatchback,164000,1800,Hybrid,Automatic,13600
Opel,Agila,2003,Hatchback,1,1000,Petrol,Manual,1500
Hyundai,ix35,2014,SUV,175000,2000,Diesel,Automatic,13999
BMW,5 Series,2012,Sedan,145000,2000,Petrol,Automatic,13800
Toyota,Corolla,2006,Universal,170000,1399,Petrol,Manual,4800
Renault,Megane,2017,Universal,178500,1500,Diesel,Manual,9292
Nissan,Micra,2017,Hatchback,48000,1200,Petrol,Automatic,7250
Mazda,323,2002,Hatchback,359000,1990,Petrol,Manual,2100
Skoda,Rapid,2016,Sedan,126400,1422,Diesel,Manual,7250
Mercedes,M Class,2013,SUV,210000,2500,Diesel,Automatic,22000
Volkswagen,Transporter,2009,Microvan,213000,1900,Diesel,Manual,8900
Peugeot,207,2008,Hatchback,168000,1400,Diesel,Manual,2500
Mercedes,C Class,2004,Sedan,235000,1800,Metan/Propan,Manual,3999
Audi,A6,2014,Sedan,195700,2000,Diesel,Automatic,19450
Skoda,Octavia,2011,Hatchback,198000,1400,Petrol,Manual,6350
Hyundai,ix35,2011,Crossover,181000,1700,Diesel,Manual,12450
Mercedes,C Class,2011,Universal,215500,2143,Diesel,Automatic,9300
Skoda,Octavia,2012,Universal,215000,1200,Petrol,Automatic,8500
Mercedes,Vito,2013,Minivan,298545,2200,Diesel,Manual,9090
Mercedes,C Class,2004,Sedan,235000,1800,Metan/Propan,Manual,3999
Audi,A6,2014,Sedan,195700,2000,Diesel,Automatic,19450
Skoda,Octavia,2011,Hatchback,198000,1400,Petrol,Manual,6350
